,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Gender,Age,Married,Number_of_Dependents,Zip_Code,Population,CLTV,Churn_Category,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Churn_Value
372,0,0,40,4.333333333333333,0,0.0,0,1,1.0,7,1,1,0,0,1,1,1,1,3,1,1,58.032,2109.35,0.0,0.0,0.0,2,72,0,0,93221,13333,4272,4.0,4,0,1,1
373,0,0,1,5.0,1,19.87,0,0,1.5,0,0,0,0,0,0,0,0,0,3,0,2,20.05,20.05,0.0,0.0,19.87,1,69,0,0,93254,798,3491,3.0,4,0,1,1
374,0,0,10,5.0,1,16.85,0,1,2.0,33,0,0,1,0,0,1,1,0,3,1,2,87.984,865.55,0.0,286.0,168.5,2,70,0,0,93401,27047,3320,4.0,6,0,1,1
375,1,1,1,5.0,1,22.86,0,0,2.0,0,0,0,0,0,0,0,0,0,3,1,2,20.85,20.85,0.0,0.0,22.86,2,80,1,0,93440,1328,3817,4.0,2,0,1,1
376,1,1,58,5.0,1,16.94,0,1,2.0,21,1,1,0,1,1,1,1,0,1,1,2,109.72,6205.5,0.0,1303.0,982.52,2,73,1,0,93445,7435,5067,4.0,2,1,1,1
377,0,0,6,5.0,1,29.41,0,1,3.0,33,1,0,0,0,1,0,0,0,3,1,1,88.55600000000001,503.6,0.0,166.0,176.46,1,73,0,0,93449,8564,5831,4.0,4,0,1,1
378,1,1,71,4.333333333333333,1,44.66,1,1,3.0,9,1,1,0,0,1,1,1,0,3,1,2,109.304,7548.1,0.0,679.0,3170.86,1,79,1,0,93513,1826,5725,4.0,3,1,1,1
379,1,1,20,3.666666666666667,1,4.77,1,1,2.0,19,0,0,1,0,1,0,0,1,3,0,1,94.432,1951.0,0.0,0.0,95.4,2,79,1,0,93528,207,2312,1.0,1,2,1,1
380,1,5,27,3.0,1,10.19,1,1,1.0,30,1,0,0,1,1,1,0,0,3,1,1,108.472,2867.75,0.0,860.0,275.13,2,73,1,0,92028,42239,3444,1.0,2,0,1,1
381,1,2,13,3.5,1,37.86,0,1,2.0,21,0,0,0,0,0,0,0,1,3,1,1,72.956,916.75,0.0,0.0,492.18,2,77,1,0,93618,24206,5101,5.0,3,1,1,1
382,1,5,68,4.0,1,1.98,1,1,2.0,21,1,1,0,0,0,1,0,1,1,1,2,100.412,6581.9,0.0,0.0,134.64,2,68,1,0,93638,49247,5957,4.0,1,1,1,1
383,0,0,1,4.5,1,31.13,0,1,2.0,6,0,0,0,0,0,0,0,0,3,1,1,72.436,69.65,0.0,0.0,31.13,2,70,0,0,93662,26213,4741,4.0,0,0,1,1
384,0,0,1,5.0,1,30.23,0,1,2.0,33,0,0,0,0,1,1,0,0,3,1,1,92.872,89.3,0.0,0.0,30.23,2,68,0,0,93664,642,3067,1.0,1,3,1,1
385,0,0,15,5.0,1,19.11,0,1,1.0,9,1,0,1,1,0,1,0,0,3,1,2,100.152,1426.75,0.0,128.0,286.65,2,76,0,0,93702,47999,2933,4.0,6,0,1,1
386,0,0,9,5.0,1,12.18,1,1,2.0,7,0,0,0,0,0,1,0,1,3,1,1,88.452,746.5,0.0,0.0,109.62,1,68,0,0,93925,1140,5095,4.0,7,0,1,1
387,0,0,1,5.0,1,39.1,0,1,3.0,30,0,0,0,0,0,0,0,0,3,1,1,73.112,70.3,0.0,0.0,39.1,1,80,1,0,93954,521,4962,1.0,2,1,1,1
388,0,0,70,4.5,0,0.0,0,1,3.0,22,0,0,0,0,1,1,0,0,1,1,1,47.06,3264.45,0.0,718.0,0.0,1,79,0,0,94028,6601,5824,4.0,4,1,1,1
389,0,0,20,4.0,1,5.71,0,1,1.0,24,0,0,0,0,0,0,0,0,3,0,2,74.152,1389.2,0.0,333.0,114.2,1,78,0,0,94061,35737,3684,4.0,2,0,1,1
390,1,1,21,4.0,1,19.74,0,1,3.0,20,0,0,0,0,0,0,0,1,3,1,1,71.86399999999999,1474.75,0.0,0.0,414.54,1,76,1,0,94063,32368,3853,4.0,6,0,1,1
391,0,0,1,5.0,1,28.82,0,1,3.0,24,0,1,0,0,0,1,1,0,3,1,1,89.44,86.0,0.0,0.0,28.82,2,65,0,0,94121,42476,5359,1.0,4,0,1,1
392,1,1,46,4.5,0,0.0,0,1,3.0,16,0,1,1,1,1,1,0,0,1,1,1,62.296,2816.65,0.0,451.0,0.0,1,80,1,0,94132,26297,4011,1.0,2,0,1,1
393,0,0,14,4.0,1,16.36,1,1,1.0,7,0,1,0,0,0,0,0,0,3,1,1,82.108,1101.85,0.0,77.0,229.04,2,65,0,0,94514,10153,5203,1.0,2,0,1,1
394,0,0,47,4.0,1,16.83,1,1,3.0,13,0,1,1,0,0,0,0,0,3,1,1,88.608,3969.35,0.0,516.0,791.0099999999999,2,78,0,0,94521,39888,4661,3.0,1,1,1,1
395,1,1,13,4.0,1,27.82,0,1,3.0,4,0,1,1,0,1,1,0,0,3,1,1,101.92,1237.85,0.0,50.0,361.66,1,78,1,0,94553,46677,3714,2.0,0,0,1,1
396,0,0,3,5.0,1,35.43,1,1,2.0,20,0,1,1,0,1,1,0,0,3,1,1,109.2,294.45,0.0,59.0,106.29,1,68,0,0,94556,16510,5960,4.0,5,1,1,1
397,1,1,26,3.0,1,9.28,1,1,2.0,29,0,1,1,0,0,1,0,0,3,1,1,97.604,2381.55,0.0,691.0,241.28,2,73,1,0,94558,63947,2591,2.0,4,3,1,1
398,1,1,8,3.5,1,46.05,1,1,2.0,24,0,0,0,0,0,1,0,1,3,1,1,87.36,613.4,0.0,0.0,368.4,2,75,1,0,94561,27607,4819,2.0,6,1,1,1
399,1,1,18,4.0,1,4.98,0,1,1.0,20,0,0,0,0,0,1,0,0,3,0,1,81.692,1422.65,0.0,285.0,89.64000000000001,1,66,1,0,94588,28568,3521,4.0,1,2,1,1
400,0,0,4,5.0,0,0.0,0,1,2.0,21,0,0,0,0,0,0,0,0,3,1,1,26.208,102.5,0.0,22.0,0.0,1,73,0,0,94602,28900,4694,5.0,2,0,1,1
401,0,0,15,4.0,1,17.19,1,1,2.0,21,0,0,0,1,0,0,0,0,3,0,2,57.2,757.1,0.0,159.0,257.85,2,73,0,0,94608,24589,3167,5.0,1,1,1,1
402,1,1,3,5.0,1,32.31,1,1,3.0,30,0,0,0,0,1,1,0,1,3,1,1,98.384,279.55,0.0,0.0,96.93,1,70,1,0,94801,28450,3019,1.0,1,1,1,1
403,1,1,53,4.333333333333333,1,39.36,1,1,3.0,25,0,1,1,0,1,1,0,0,3,1,1,108.004,5485.5,0.0,1371.0,2086.08,1,74,1,0,94939,6773,5860,1.0,2,1,1,1
404,1,1,68,3.666666666666667,1,47.17,1,1,1.0,32,0,1,1,0,1,1,0,0,3,1,1,109.512,7299.65,0.0,2336.0,3207.56,1,70,1,0,95005,6407,6284,1.0,2,0,1,1
405,0,0,25,3.0,1,47.66,1,1,1.0,25,0,1,0,0,1,0,0,0,3,1,1,92.508,2291.2,0.0,573.0,1191.5,1,71,0,0,95006,10520,3878,1.0,1,0,1,1
406,1,1,66,3.0,1,48.87,1,1,3.0,14,0,1,1,1,1,1,0,0,1,1,1,115.284,7491.75,0.0,1049.0,3225.42,1,66,1,0,95008,44976,4281,1.0,1,2,1,1
407,1,1,27,3.0,0,0.0,0,1,3.0,28,0,0,0,0,0,1,0,1,3,0,1,37.96,1032.0,0.0,0.0,0.0,1,68,1,0,95017,857,4564,2.0,2,2,1,1
408,1,1,29,4.0,1,6.25,1,1,2.0,23,0,0,0,0,1,1,0,0,3,1,1,98.228,2653.65,0.0,610.0,181.25,1,73,1,0,95037,41707,2233,1.0,1,6,1,1
409,1,1,1,5.0,1,13.02,1,1,3.0,33,0,1,0,0,1,0,0,1,3,1,1,94.224,90.6,0.0,0.0,13.02,2,77,1,0,95136,36944,2905,5.0,2,1,1,1
410,1,3,2,4.666666666666667,1,4.19,1,1,3.0,12,0,0,0,0,1,0,0,0,3,1,2,90.324,156.35,0.0,19.0,8.38,1,73,1,0,95139,7023,5204,1.0,2,3,1,1
411,1,1,29,4.333333333333333,1,22.33,1,1,3.0,7,0,0,1,0,1,1,1,0,3,1,1,103.012,2952.85,0.0,207.0,647.5699999999999,2,65,1,0,95209,30814,3179,1.0,0,0,1,1
412,0,0,19,4.0,1,32.77,0,1,1.0,4,0,0,1,0,1,1,1,0,3,1,2,99.736,1777.9,0.0,71.0,622.6300000000001,1,65,0,0,95251,460,2851,1.0,0,0,1,1
413,0,0,47,4.055555555555555,1,14.22,1,1,1.0,12,0,1,0,1,1,0,0,0,3,1,1,98.852,4504.55,0.0,541.0,668.34,2,78,0,0,95258,4176,5214,1.0,1,0,1,1
414,0,0,52,4.111111111111111,1,37.6,1,1,1.0,25,1,0,1,0,1,1,1,0,3,1,1,108.368,5568.35,0.0,1392.0,1955.2,1,69,1,0,95315,10159,5648,1.0,1,0,1,1
415,0,0,11,4.166666666666667,1,3.62,1,1,2.0,24,0,0,0,0,1,1,1,0,3,1,1,98.956,997.65,0.0,239.0,39.82,2,67,0,0,95367,16525,4074,3.0,1,0,1,1
416,0,0,43,4.222222222222222,1,39.12,0,1,2.0,7,0,0,0,0,1,1,1,0,3,1,3,93.132,3856.75,0.0,270.0,1682.16,1,74,0,0,95407,30876,3802,2.0,1,1,1,1
417,0,0,46,4.277777777777778,1,36.78,0,1,1.0,32,1,0,0,0,0,1,1,0,3,0,1,88.4,3969.4,0.0,1270.0,1691.88,1,77,0,0,95422,13485,2097,4.0,5,0,1,1
418,0,0,6,4.333333333333333,1,47.35,1,1,2.0,32,0,1,0,0,1,1,1,0,3,1,1,102.18,560.6,0.0,179.0,284.1,2,79,0,0,90712,30173,3330,4.0,3,0,1,1
419,0,0,1,4.388888888888889,0,0.0,0,1,1.0,10,0,0,0,0,0,0,0,0,3,1,3,26.728,25.7,0.0,0.0,0.0,2,68,0,0,95439,476,4095,4.0,3,0,1,1
420,1,6,1,4.444444444444445,1,41.16,0,1,3.0,7,0,1,0,0,0,0,0,0,3,1,3,79.456,76.4,0.0,0.0,41.16,2,76,1,0,95453,11180,2426,4.0,5,0,1,1
421,1,5,22,4.5,0,0.0,0,1,2.0,20,1,0,0,0,0,1,0,0,3,0,3,41.652,880.2,0.0,176.0,0.0,1,80,1,2,95458,3002,2061,5.0,0,0,1,1
422,0,0,1,4.555555555555555,1,20.55,0,1,2.0,6,0,1,0,0,0,0,0,0,3,1,1,75.92,73.0,0.0,0.0,20.55,2,72,0,0,95497,752,4116,1.0,3,1,1,1
423,0,0,33,4.611111111111111,1,38.53,1,1,1.0,2,0,1,1,0,0,0,0,0,3,1,2,87.204,2716.3,0.0,54.0,1271.49,1,78,0,0,95526,695,2583,1.0,4,0,1,1
424,0,0,2,4.666666666666667,1,12.52,0,1,3.0,28,0,0,0,0,0,0,0,0,3,1,1,73.47600000000001,142.35,0.0,40.0,25.04,2,67,0,0,95542,2423,2189,1.0,5,1,1,1
425,0,0,26,4.722222222222222,1,47.63,1,1,2.0,29,1,1,0,0,0,1,0,1,3,1,1,98.8,2497.2,0.0,0.0,1238.38,2,74,0,0,95602,18197,4232,3.0,6,0,1,1
426,0,0,60,4.777777777777778,1,34.39,1,1,2.0,19,0,0,1,1,1,1,0,0,1,1,1,110.24,6441.4,0.0,1224.0,2063.4,2,68,0,0,95636,659,5507,3.0,3,0,1,1
427,1,5,38,4.833333333333333,1,15.78,1,1,3.0,33,0,0,0,0,0,0,0,0,3,1,1,77.94800000000001,2869.85,0.0,947.0,599.64,2,66,1,0,95651,485,5165,2.0,1,3,1,1
428,1,3,1,4.888888888888889,1,8.38,0,1,1.0,21,0,0,0,1,0,0,0,0,3,1,2,51.22,49.25,0.0,0.0,8.38,1,71,1,1,95655,929,4478,2.0,4,1,1,1
429,1,2,7,4.944444444444445,1,34.66,1,1,1.0,3,0,0,1,0,1,1,1,1,3,1,1,106.028,700.85,0.0,0.0,242.62,1,65,1,0,95678,30614,2016,5.0,0,0,1,1
430,0,0,2,5.0,1,20.99,1,1,3.0,24,0,0,0,0,1,1,1,1,3,1,1,97.76,181.7,0.0,4.36,41.98,1,65,0,0,95683,4731,5569,5.0,2,0,1,1
431,1,1,51,5.0,1,17.87,1,1,2.0,10,1,0,0,0,0,0,0,0,3,1,1,80.60000000000001,3807.35,0.0,381.0,911.37,2,69,1,0,95829,11396,5748,1.0,7,0,1,1
432,0,0,1,5.0,1,11.08,1,1,1.0,13,0,0,0,0,0,0,0,0,3,1,1,77.376,74.4,0.0,0.0,11.08,1,68,0,0,95919,1237,3429,3.0,1,0,1,1
433,1,1,47,5.0,1,8.97,1,1,3.0,21,0,0,1,0,1,1,0,0,3,1,1,104.052,4871.05,0.0,1023.0,421.59,1,68,1,0,95941,452,5166,4.0,2,0,1,1
434,1,1,40,5.0,1,2.85,1,1,1.0,3,1,0,0,0,1,1,0,1,3,0,1,105.924,4086.3,0.0,12.26,114.0,1,76,1,0,96002,30338,2837,5.0,3,0,1,1
435,1,1,1,5.0,0,0.0,0,1,2.0,20,0,0,0,0,0,0,0,1,3,0,1,26.052000000000003,25.05,0.0,0.0,0.0,1,74,1,0,96019,6277,2119,1.0,0,0,1,1
436,0,0,2,5.0,1,45.41,1,1,3.0,20,0,0,0,0,0,0,0,0,3,1,3,77.844,156.4,0.0,31.0,90.82,1,79,0,0,96044,1026,5378,1.0,4,0,1,1
437,0,0,42,5.0,1,16.22,1,1,3.0,13,0,1,1,0,1,1,0,0,3,1,1,108.94,4323.45,0.0,562.0,681.24,2,69,0,0,96063,124,2984,2.0,1,2,1,1
438,0,0,2,5.0,1,39.63,0,1,3.0,25,0,0,0,0,0,1,0,0,3,1,1,82.94,159.4,0.0,40.0,79.26,2,74,0,0,96074,263,4038,3.0,0,0,1,1
439,1,1,14,5.0,1,47.01,1,1,1.0,21,0,1,0,0,1,1,0,1,3,1,1,104.208,1369.8,0.0,0.0,658.14,2,71,1,0,96091,734,3369,2.0,0,0,1,1
440,0,0,66,5.0,1,9.9,1,1,2.0,28,0,1,1,1,1,1,0,0,1,0,2,115.336,7432.05,0.0,2081.0,653.4,1,69,0,0,96148,678,4389,4.0,2,0,1,1
441,0,0,1,5.0,1,3.84,1,1,3.0,14,0,0,0,0,0,0,0,0,3,1,1,79.50800000000001,76.45,0.0,0.0,3.84,1,74,0,0,92121,4258,3763,1.0,6,0,1,1
442,0,0,12,5.0,1,34.01,1,1,2.0,20,0,1,0,0,1,0,0,0,3,1,1,94.952,1094.5,0.0,219.0,408.12,2,79,0,0,92121,4258,4703,1.0,5,0,1,1
443,0,0,6,5.0,1,47.9,0,1,2.0,7,0,0,1,0,1,1,0,1,3,1,1,99.58,573.75,0.0,0.0,287.4,1,69,1,0,92121,4258,5750,1.0,3,0,1,1
444,0,0,27,5.0,1,42.91,1,1,1.0,6,0,1,0,0,0,0,0,0,3,1,1,84.70800000000001,2122.05,0.0,127.0,1158.57,1,80,0,0,90059,38128,2571,1.0,6,0,1,1
445,0,0,3,5.0,1,26.32,1,1,2.0,9,0,0,1,0,1,0,0,0,3,0,1,94.692,289.1,0.0,26.0,78.96000000000001,1,65,0,0,90242,42459,2194,1.0,3,0,1,1
446,1,1,2,5.0,1,17.73,1,1,2.0,20,0,0,1,0,0,0,0,0,3,0,1,82.36800000000001,172.85,0.0,35.0,35.46,2,78,1,0,90254,18693,4225,3.0,1,0,1,1
447,0,0,14,3.5,1,35.07,1,1,3.0,11,0,0,0,0,0,0,0,1,3,1,1,77.272,1096.25,0.0,0.0,490.98,2,75,0,0,90304,28680,5342,2.0,3,1,1,1
448,1,1,57,2.0,1,42.1,1,1,2.0,3,0,0,1,0,1,1,0,1,3,0,1,104.624,5746.15,0.0,0.0,2399.7000000000003,1,73,1,0,90503,41979,5247,2.0,4,3,1,1
449,0,0,64,2.0,1,29.12,0,1,2.0,26,1,1,0,1,1,0,0,0,2,1,2,73.00800000000001,4481.0,0.0,1165.0,1863.68,2,80,0,0,90605,38181,6080,3.0,1,0,1,1
450,0,0,2,5.0,1,9.86,0,1,2.0,23,0,0,0,0,0,0,0,0,3,0,1,73.58,154.85,0.0,36.0,19.72,2,74,0,0,90620,44442,4407,3.0,3,0,1,1
451,0,0,40,2.0,1,44.86,0,1,1.0,4,1,1,0,0,0,0,0,1,3,1,2,82.36800000000001,3233.85,0.0,0.0,1794.4,2,65,0,0,90706,72893,3207,3.0,3,0,1,1
452,0,0,1,2.0,1,42.5,0,1,2.0,9,0,0,1,0,0,1,0,0,3,1,1,88.4,85.0,0.0,0.0,42.5,2,71,0,0,90723,55306,2650,2.0,2,2,1,1
453,1,3,37,2.0,1,49.37,1,1,2.0,4,0,0,0,0,1,1,1,1,3,1,1,96.2,3473.4,0.0,0.0,1826.69,1,74,1,0,91011,20200,4127,1.0,1,3,1,1
454,1,1,4,2.0,1,28.11,1,1,3.0,30,0,0,0,0,0,0,0,1,3,0,1,77.94800000000001,308.7,0.0,9.26,112.44,1,76,1,0,91331,97318,3716,1.0,1,0,1,1
455,0,0,55,2.0,1,8.93,1,1,3.0,23,1,0,0,0,1,1,1,0,3,1,1,102.752,5617.75,0.0,1292.0,491.15,1,73,0,0,91354,17846,5543,3.0,1,0,1,1
456,1,1,32,2.0,1,2.08,0,1,1.0,28,0,0,0,0,0,1,1,1,3,1,2,83.512,2483.05,0.0,69.53,66.56,1,71,1,0,91360,42526,5365,2.0,1,1,1,1
457,0,0,66,2.0,1,45.59,1,1,3.0,26,0,1,0,0,0,0,0,0,3,1,2,83.668,5224.35,0.0,1358.0,3008.94,2,72,0,0,91362,33057,5011,4.0,7,1,1,1
458,1,1,6,2.0,1,40.44,0,1,1.0,28,0,1,0,0,0,1,0,0,3,1,1,87.56800000000001,519.15,0.0,145.0,242.64,1,76,1,0,91423,29387,5834,2.0,2,1,1,1
459,0,0,4,2.0,1,12.86,1,1,2.0,4,0,0,1,0,0,1,0,0,3,1,1,92.404,372.45,0.0,15.0,51.44,2,69,0,0,91737,23079,2754,5.0,2,3,1,1
460,0,0,3,2.0,0,0.0,0,1,2.0,33,0,0,0,0,0,0,0,0,3,0,1,26.312,77.75,0.0,26.0,0.0,2,80,0,0,91740,25135,3542,4.0,3,2,1,1
461,0,0,8,2.0,1,43.98,1,1,2.0,30,0,0,1,0,1,1,0,0,3,0,1,105.404,780.5,0.0,234.0,351.84,2,78,0,0,91776,38041,5546,4.0,4,0,1,1
462,1,1,3,2.0,1,41.3,1,1,1.0,2,0,1,1,0,1,1,0,1,3,1,1,110.136,334.65,0.0,0.0,123.9,1,71,1,0,91801,54382,2715,4.0,2,0,1,1
463,1,1,43,2.0,1,17.43,1,1,2.0,29,0,1,1,0,1,1,0,1,3,1,1,107.12,4414.3,0.0,0.0,749.49,1,73,1,0,91948,81,2505,1.0,2,1,1,1
464,0,0,13,2.0,1,4.45,1,1,1.0,28,0,0,0,0,0,1,0,0,3,1,1,85.28,1127.2,0.0,316.0,57.85,2,79,0,0,92078,6760,3363,4.0,2,2,1,1
465,1,1,27,2.0,1,45.82,0,1,3.0,14,1,0,1,0,1,1,0,0,3,1,1,105.3,2754.45,0.0,386.0,1237.14,2,72,1,0,92104,47689,4853,4.0,0,0,1,1
466,0,0,25,2.0,1,18.46,1,1,1.0,3,0,1,0,0,1,0,0,0,3,1,1,93.08,2196.15,0.0,66.0,461.5,1,69,0,0,92109,46086,4849,1.0,3,1,1,1
467,0,0,22,2.0,1,5.09,1,1,3.0,25,0,0,0,0,0,0,0,0,3,1,1,77.376,1692.6,0.0,423.0,111.98,2,79,0,0,92110,24169,2407,1.0,3,1,1,1
468,1,1,18,2.0,1,25.27,1,1,2.0,16,0,0,0,1,1,1,0,1,3,0,1,103.74,1836.25,0.0,29.38,454.86,2,68,1,0,92114,66838,5857,4.0,2,0,1,1
469,0,0,56,2.0,1,19.46,1,1,2.0,31,0,1,1,1,1,1,0,0,1,1,1,116.428,6418.9,0.0,1990.0,1089.76,2,77,0,0,92115,56887,4060,4.0,3,0,1,1
470,0,0,16,2.0,0,0.0,0,1,3.0,26,0,1,0,0,1,0,0,1,3,1,3,40.56,679.85,0.0,0.0,0.0,1,68,0,0,92123,25232,5692,1.0,1,5,1,1
471,1,1,50,2.0,1,37.12,1,1,2.0,4,0,1,0,0,1,0,0,0,3,1,1,91.572,4367.35,0.0,175.0,1856.0,2,79,1,0,92210,3873,5813,1.0,1,0,1,1
472,0,0,3,2.5,1,23.82,1,1,2.0,33,0,0,0,0,0,0,0,0,3,1,2,78.052,256.25,0.0,85.0,71.46000000000001,2,68,0,0,92243,43712,3553,1.0,4,2,1,1
473,1,1,1,3.0,1,31.27,1,1,3.0,12,0,0,0,0,0,0,0,0,3,1,1,77.42800000000001,74.45,0.0,0.0,31.27,2,73,1,0,92028,42239,2394,5.0,1,0,1,1
474,0,0,1,3.5,1,8.35,1,1,2.0,25,0,0,0,0,0,0,0,0,3,1,1,78.78,75.75,0.0,0.0,8.35,1,79,0,0,92027,48690,5571,1.0,4,0,1,1
475,0,0,4,4.0,1,10.61,1,1,3.0,9,0,0,0,0,0,0,0,0,3,1,3,77.376,306.6,0.0,28.0,42.44,1,75,1,0,92028,42239,5839,1.0,2,2,1,1
476,1,3,71,4.5,1,47.02,1,1,1.0,12,1,1,1,1,0,0,0,1,2,1,2,96.35,6766.95,0.0,0.0,3338.42,2,69,1,0,90033,49431,5309,1.0,0,0,0,0
477,1,10,2,5.0,1,33.1,0,1,1.0,11,0,0,1,0,1,1,0,0,1,1,2,95.5,181.65,0.0,20.0,66.2,1,79,1,0,90034,58218,4449,1.0,1,0,0,0
478,0,0,1,5.0,1,11.89,0,1,3.0,12,0,0,0,0,0,0,0,1,1,0,1,45.25,45.25,0.0,0.0,11.89,1,71,0,0,90037,56709,3144,1.0,0,0,0,0
479,0,0,43,2.0,1,12.58,1,1,1.0,26,0,1,0,0,1,0,0,0,1,1,1,90.25,3838.75,0.0,998.0,540.94,2,65,0,0,90059,38128,2223,1.0,1,0,0,0
480,1,9,25,2.0,1,30.6,1,1,3.0,2,1,0,0,1,1,0,0,1,1,1,2,69.5,1752.65,0.0,3.51,765.0,2,65,1,0,90062,29299,3154,1.0,0,0,0,0
481,1,9,60,2.0,1,48.9,0,1,3.0,16,1,1,1,1,0,1,0,1,1,1,2,74.85,4456.35,0.0,0.0,2934.0,2,72,1,0,90064,24505,5153,1.0,0,0,0,0
482,1,3,66,2.0,1,21.79,1,1,2.0,9,0,1,1,1,1,1,0,0,1,1,1,108.45,7076.35,0.0,637.0,1438.14,1,77,1,0,90067,2527,4582,1.0,1,0,0,0
483,1,9,64,2.0,1,16.33,1,1,1.0,10,1,0,1,1,1,1,0,0,2,1,1,111.6,7099.0,0.0,710.0,1045.12,1,71,1,0,90241,40152,4881,1.0,1,0,0,0
484,0,0,56,1.75,1,47.13,1,1,2.0,29,1,1,1,0,1,1,0,1,1,0,1,110.5,6139.5,0.0,0.0,2639.28,2,73,0,0,90247,47758,4463,1.0,2,0,0,0
485,0,0,30,1.5,1,38.61,0,1,3.0,5,1,1,0,0,1,1,0,0,1,1,1,74.75,2111.3,0.0,106.0,1158.3,1,80,0,0,90250,93315,3033,1.0,1,0,0,0
486,0,0,1,1.25,1,27.65,0,1,3.0,2,0,0,0,1,0,0,0,1,1,0,1,74.7,74.7,0.0,0.0,27.65,1,79,0,0,90278,37322,4182,1.0,0,0,0,0
487,0,0,66,1.0,0,0.0,0,1,2.0,9,0,1,1,0,1,0,0,0,1,0,1,45.55,3027.25,0.0,272.0,0.0,2,65,1,0,90402,11509,6238,1.0,0,0,0,0
488,0,0,71,1.0,0,0.0,0,1,1.0,20,1,1,0,0,1,1,1,1,1,1,1,56.45,3985.35,0.0,79.71,0.0,1,73,0,0,90701,16398,5372,1.0,2,0,0,0
489,1,1,72,1.0,1,20.48,1,1,1.0,6,1,1,1,1,1,1,1,1,2,1,2,88.05,6425.65,0.0,38.55,1474.56,2,71,1,0,90723,55306,6102,1.0,2,0,0,0
490,1,7,71,1.0,1,30.72,1,0,1.0,0,0,0,0,0,0,0,0,0,2,0,1,23.95,1756.2,0.0,0.0,2181.12,1,66,1,0,90742,1107,4329,1.0,1,0,0,0
491,1,1,23,2.0,1,42.59,1,1,1.0,2,0,0,0,0,0,1,1,0,1,0,1,86.8,1975.85,0.0,40.0,979.57,1,66,1,0,91360,42526,5788,1.0,1,0,0,0
492,1,2,65,3.0,1,38.32,0,1,1.0,25,1,1,1,0,0,1,1,0,1,0,1,94.4,6126.15,0.0,1532.0,2490.8,2,77,1,0,91706,76890,5348,1.0,0,0,0,0
493,0,0,13,4.0,1,10.51,0,1,1.0,20,0,1,1,0,0,0,0,1,1,1,1,54.8,731.3,0.0,14.63,136.63,2,68,0,0,91709,66754,5557,1.0,1,1,0,0
494,0,0,4,5.0,1,36.4,0,1,1.0,29,1,0,0,0,0,0,0,1,1,0,1,75.35,273.4,0.0,0.0,145.6,1,66,0,0,91710,75319,4033,1.0,0,0,0,0
495,1,5,29,5.0,0,0.0,0,1,1.0,23,1,0,1,0,0,1,0,1,1,1,1,45.0,1228.65,0.0,0.0,0.0,2,69,1,0,91745,53686,3094,1.0,0,0,0,0
496,1,1,57,5.0,1,36.66,1,1,2.0,9,0,1,0,0,0,1,0,1,1,1,1,89.85,4925.35,0.0,0.0,2089.62,1,79,1,0,91750,35530,4429,1.0,0,0,0,0
497,0,0,19,5.0,1,7.95,0,1,1.0,12,1,1,0,1,1,1,0,1,1,1,3,105.0,2007.25,0.0,24.09,151.05,2,67,0,0,91761,56280,3524,1.0,1,0,0,0
498,1,3,20,5.0,1,27.56,1,1,2.0,3,0,1,0,1,1,1,0,1,1,0,1,107.05,2172.05,0.0,0.0,551.1999999999999,1,68,1,0,91767,46626,5328,1.0,0,0,0,0
499,1,5,21,5.0,1,42.95,0,1,2.0,30,1,1,0,0,0,1,0,1,1,1,1,64.95,1339.8,0.0,0.0,901.95,1,79,1,0,91775,23444,4604,1.0,2,0,0,0
500,0,0,6,5.0,1,8.06,0,1,1.0,19,0,0,0,0,1,1,0,1,1,1,1,89.35,567.8,0.0,0.0,48.36,2,77,0,0,91911,71126,2578,1.0,2,1,0,0
501,1,4,35,5.0,1,2.12,1,1,3.0,3,0,0,1,0,1,1,0,1,1,1,1,100.8,3437.5,0.0,0.0,74.2,1,73,1,0,91916,1587,3318,1.0,0,0,0,0
502,1,9,38,5.0,1,28.3,1,1,3.0,27,0,1,0,0,1,1,0,1,1,0,1,101.15,3741.85,0.0,0.0,1075.4,1,71,1,1,91962,1604,4036,1.0,2,0,0,0
503,0,0,5,5.0,1,9.56,0,1,3.0,13,0,0,0,0,0,0,0,0,1,1,1,69.35,341.6,0.0,44.0,47.8,2,67,1,0,92003,3849,5437,1.0,1,1,0,0
504,1,9,11,4.0,1,29.15,0,1,1.0,2,0,0,0,1,1,0,0,1,1,1,1,82.9,880.05,0.0,0.0,320.65,2,68,1,0,92028,42239,4413,1.0,3,0,0,0
505,1,3,28,4.0,0,0.0,0,1,1.0,58,0,0,0,0,1,0,0,0,1,1,1,35.9,973.65,0.0,565.0,0.0,2,75,1,3,92036,3577,5444,1.0,0,0,0,0
506,0,0,17,4.0,1,1.06,1,1,1.0,25,0,0,1,0,0,0,0,0,1,1,2,82.65,1470.05,0.0,368.0,18.02,2,79,0,0,92037,42617,3754,1.0,2,0,0,0
